transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,channel,transaction_type,merchant_category,location,status,scenario_id,ground_truth_pattern
TXN-1755E09B67DC,2026-07-30 13:04:03,ACC-0236,ACC-0136,20856.37,INR,UPI,transfer,shopping,Bangalore,completed,,
TXN-DDA3D2AA95DD,2026-07-30 13:09:17,ACC-0278,ACC-0579,20203.55,INR,IMPS,transfer,medical,Hyderabad,completed,,
TXN-547282FC6973,2026-07-30 13:10:50,ACC-0426,ACC-0499,24386.19,INR,UPI,transfer,rent,Hyderabad,completed,,
TXN-33832652C7CD,2026-07-30 13:17:39,ACC-0470,ACC-0507,11444.08,INR,IMPS,transfer,,Bangalore,completed,,
TXN-EF00153ED129,2026-07-30 13:32:30,ACC-0403,ACC-0388,15630.75,INR,NEFT,transfer,,Ahmedabad,completed,,
TXN-BEDA8D1221D8,2026-07-30 13:37:57,ACC-0143,ACC-0328,12384.04,INR,RTGS,transfer,subscription,Ahmedabad,completed,,
TXN-C97B5141A30F,2026-07-30 13:48:21,ACC-0502,ACC-0518,11833.06,INR,NEFT,transfer,,Kolkata,completed,,
TXN-FC2D9E473419,2026-07-30 13:52:36,ACC-0311,ACC-0145,11206.0,INR,CASH,transfer,,Mumbai,completed,,
TXN-EF90A649AD10,2026-07-30 14:02:26,ACC-0101,ACC-0514,13270.16,INR,UPI,transfer,restaurant,Ahmedabad,completed,,
TXN-891531B4A706,2026-07-30 14:02:29,ACC-0394,ACC-0502,21677.53,INR,IMPS,transfer,fuel,Mumbai,completed,,
TXN-2D16FE5FFE0B,2026-07-30 14:06:54,ACC-0178,ACC-0263,22209.96,INR,UPI,transfer,utilities,Mumbai,completed,,
TXN-CAFA7815ECB2,2026-07-30 14:10:18,ACC-0336,ACC-0197,12957.99,INR,IMPS,transfer,utilities,Chennai,completed,,
TXN-31D0635503E2,2026-07-30 14:11:09,ACC-0342,ACC-0269,20463.3,INR,UPI,transfer,fuel,Bangalore,completed,,
TXN-BADC46A26C07,2026-07-30 14:34:08,ACC-0187,ACC-0143,14606.27,INR,UPI,transfer,medical,Hyderabad,completed,,
TXN-CE3C12C5A572,2026-07-30 14:46:52,ACC-0181,ACC-0130,16086.51,INR,NEFT,transfer,restaurant,Ahmedabad,completed,,
TXN-01AF05FAE6C7,2026-07-30 14:54:37,ACC-0119,ACC-0236,12474.23,INR,IMPS,transfer,,Delhi,completed,,
TXN-FC187CC35C75,2026-07-30 15:00:33,ACC-0339,ACC-0272,13907.25,INR,RTGS,transfer,rent,Ahmedabad,completed,,
TXN-6FAC7F7BB6E7,2026-07-30 15:06:59,ACC-0507,ACC-0573,18316.95,INR,IMPS,transfer,utilities,Pune,completed,,
TXN-1436AA4BBDB1,2026-07-30 15:07:05,ACC-0124,ACC-0160,17228.38,INR,NEFT,transfer,,Pune,completed,,
TXN-406FC8FDB885,2026-07-30 15:13:28,ACC-0257,ACC-0552,11350.84,INR,UPI,transfer,fuel,Mumbai,completed,,
TXN-A3281811D58B,2026-07-30 15:18:10,ACC-0483,ACC-0578,11449.76,INR,RTGS,transfer,rent,Delhi,completed,,
TXN-007CBE13C723,2026-07-30 15:30:51,ACC-0401,ACC-0471,48932.74,INR,RTGS,transfer,subscription,Chennai,completed,,
TXN-235337BC0830,2026-07-30 15:38:01,ACC-0336,ACC-0293,8683.3,INR,IMPS,transfer,rent,Mumbai,completed,,
TXN-63B1C5E22E3F,2026-07-30 15:40:22,ACC-0389,ACC-0483,12027.65,INR,NEFT,transfer,shopping,Pune,completed,,
TXN-3E6A654C5273,2026-07-30 15:42:53,ACC-0191,ACC-0527,21533.74,INR,UPI,transfer,shopping,Delhi,completed,,
TXN-A1AF2655FC93,2026-07-30 16:01:11,ACC-0409,ACC-0276,24116.62,INR,UPI,transfer,shopping,Delhi,completed,,
TXN-2079B76D8189,2026-07-30 16:02:30,ACC-0314,ACC-0162,22836.02,INR,RTGS,transfer,subscription,Delhi,completed,,
TXN-A1F60ADF7A22,2026-07-30 16:14:16,ACC-0165,ACC-0459,19859.97,INR,UPI,transfer,utilities,Pune,completed,,
TXN-C4A85894D09C,2026-07-30 16:16:05,ACC-0583,ACC-0497,18199.74,INR,CASH,transfer,groceries,Mumbai,completed,,
TXN-B49879D2AAD0,2026-07-30 16:36:57,ACC-0414,ACC-0548,7569.73,INR,NEFT,transfer,fuel,Bangalore,completed,,
TXN-1E306D4223FA,2026-07-30 16:41:24,ACC-0373,ACC-0349,12214.41,INR,CASH,transfer,shopping,Pune,completed,,
TXN-B682C1D4EE0B,2026-07-30 16:53:16,ACC-0438,ACC-0162,65348.4,INR,UPI,transfer,fuel,Delhi,completed,,
TXN-E8CD1BE83A15,2026-07-30 16:55:47,ACC-0407,ACC-0487,83407.88,INR,UPI,transfer,subscription,Ahmedabad,completed,,
TXN-1DCA4014D78A,2026-07-30 17:00:49,ACC-0530,ACC-0140,15633.2,INR,IMPS,transfer,restaurant,Chennai,completed,,
TXN-913750BEDBCC,2026-07-30 17:07:03,ACC-0417,ACC-0505,9519.57,INR,UPI,transfer,shopping,Delhi,completed,,
TXN-0A8AFD141C8F,2026-07-30 17:17:59,ACC-0169,ACC-0103,16614.56,INR,UPI,transfer,subscription,Mumbai,completed,,
TXN-5DA82E108256,2026-07-30 17:20:16,ACC-0130,ACC-0118,22619.51,INR,UPI,transfer,shopping,Hyderabad,completed,,
TXN-C27FA85DB77D,2026-07-30 17:28:50,ACC-0507,ACC-0364,20776.43,INR,NEFT,transfer,utilities,Hyderabad,completed,,
TXN-25085973D52C,2026-07-30 17:35:41,ACC-0110,ACC-0377,7730.86,INR,RTGS,transfer,rent,Hyderabad,completed,,
TXN-C0BF733CF005,2026-07-30 17:38:22,ACC-0291,ACC-0126,39690.64,INR,RTGS,transfer,subscription,Mumbai,completed,,
TXN-A8A44BB4C4B8,2026-07-30 17:41:25,ACC-0348,ACC-0254,75171.53,INR,UPI,transfer,,Delhi,completed,,
TXN-D684B2117DB9,2026-07-30 17:52:31,ACC-0324,ACC-0333,11292.1,INR,UPI,transfer,,Pune,completed,,
TXN-A50E52F4554F,2026-07-30 17:58:59,ACC-0238,ACC-0116,17151.03,INR,UPI,transfer,shopping,Hyderabad,completed,,
TXN-94965AAB49E4,2026-07-30 18:09:47,ACC-0302,ACC-0151,13308.69,INR,UPI,transfer,utilities,Bangalore,completed,,
TXN-54D40307C6BA,2026-07-30 18:17:18,ACC-0200,ACC-0310,25979.75,INR,UPI,transfer,rent,Delhi,completed,,
TXN-772B427BE7AB,2026-07-30 18:21:51,ACC-0284,ACC-0168,9247.87,INR,UPI,transfer,restaurant,Mumbai,completed,,
TXN-CBFFAEB822D8,2026-07-30 18:23:13,ACC-0350,ACC-0193,16787.28,INR,IMPS,transfer,restaurant,Bangalore,completed,,
TXN-B6E80FE30E48,2026-07-30 18:24:04,ACC-0185,ACC-0570,12769.9,INR,UPI,transfer,shopping,Bangalore,completed,,
TXN-2F4DC9512626,2026-07-30 18:25:23,ACC-0587,ACC-0313,10714.26,INR,IMPS,transfer,shopping,Hyderabad,completed,,
TXN-B376DBF7710E,2026-07-30 18:46:26,ACC-0137,ACC-0268,62266.76,INR,UPI,transfer,rent,Kolkata,completed,,
TXN-F0FF18A2CD2D,2026-07-30 18:46:48,ACC-0455,ACC-0446,13005.87,INR,IMPS,transfer,groceries,Kolkata,completed,,
TXN-15707B366C15,2026-07-30 18:53:59,ACC-0298,ACC-0106,22999.6,INR,IMPS,transfer,restaurant,Mumbai,completed,,
TXN-D799017E3FF7,2026-07-30 19:02:41,ACC-0112,ACC-0147,17787.64,INR,UPI,transfer,restaurant,Bangalore,completed,,
TXN-D7DBDDC23503,2026-07-30 19:10:55,ACC-0571,ACC-0274,9331.92,INR,NEFT,transfer,restaurant,Pune,completed,,
TXN-638BC096DEC6,2026-07-30 19:13:17,ACC-0478,ACC-0511,17992.86,INR,UPI,transfer,groceries,Bangalore,completed,,
TXN-DD6BD2727548,2026-07-30 19:17:56,ACC-0342,ACC-0437,21672.82,INR,UPI,transfer,,Hyderabad,completed,,
TXN-AE0E6798BD74,2026-07-30 19:24:19,ACC-0466,ACC-0275,10392.21,INR,UPI,transfer,medical,Kolkata,completed,,
TXN-97568C81C591,2026-07-30 19:35:03,ACC-0413,ACC-0560,22782.15,INR,NEFT,transfer,subscription,Ahmedabad,completed,,
TXN-FC71F2EF1468,2026-07-30 19:35:14,ACC-0383,ACC-0466,1101.62,INR,NEFT,transfer,groceries,Chennai,completed,,
TXN-7BDDB254F35D,2026-07-30 20:24:42,ACC-0372,ACC-0259,15881.8,INR,IMPS,transfer,fuel,Hyderabad,completed,,
TXN-2790AE58A605,2026-07-30 20:43:34,ACC-0264,ACC-0523,10972.13,INR,IMPS,transfer,rent,Pune,completed,,
TXN-AC304DD66AF4,2026-07-30 20:44:09,ACC-0405,ACC-0529,1545.54,INR,UPI,transfer,,Pune,completed,,
TXN-1AD1EAA5A272,2026-07-30 20:44:18,ACC-0171,ACC-0305,26697.97,INR,NEFT,transfer,rent,Ahmedabad,completed,,
TXN-093A7DE5817E,2026-07-30 20:55:59,ACC-0186,ACC-0173,16817.77,INR,NEFT,transfer,,Pune,completed,,
TXN-C6DC030D5E1B,2026-07-30 21:01:41,ACC-0343,ACC-0213,20727.47,INR,CASH,transfer,restaurant,Ahmedabad,completed,,
TXN-DBC91774B8E7,2026-07-30 21:42:47,ACC-0587,ACC-0280,13703.43,INR,IMPS,transfer,,Hyderabad,completed,,
TXN-A081E600BA6C,2026-07-30 21:57:33,ACC-0162,ACC-0237,22231.24,INR,NEFT,transfer,groceries,Kolkata,completed,,
TXN-4963FC7144CC,2026-07-30 21:58:36,ACC-0167,ACC-0375,24207.79,INR,UPI,transfer,utilities,Kolkata,completed,,
TXN-45B2C761DD2C,2026-07-30 22:14:50,ACC-0554,ACC-0193,10217.6,INR,NEFT,transfer,restaurant,Hyderabad,completed,,
TXN-41693BAD28D8,2026-07-30 22:24:18,ACC-0487,ACC-0201,16678.22,INR,UPI,transfer,groceries,Bangalore,completed,,
TXN-DA2AA4AC6BB2,2026-07-30 22:27:30,ACC-0264,ACC-0183,12563.62,INR,CASH,transfer,subscription,Delhi,completed,,
TXN-4DC4062ACDA4,2026-07-30 22:40:57,ACC-0330,ACC-0401,15042.97,INR,UPI,transfer,shopping,Mumbai,completed,,
TXN-B0AF9B739E58,2026-07-30 23:12:43,ACC-0506,ACC-0435,13589.9,INR,IMPS,transfer,utilities,Mumbai,completed,,
TXN-CA35554E7A32,2026-07-30 23:15:39,ACC-0259,ACC-0277,64379.44,INR,RTGS,transfer,,Kolkata,completed,,
TXN-EB04D83D7849,2026-07-30 23:44:11,ACC-0385,ACC-0228,105682.46,INR,NEFT,transfer,subscription,Pune,completed,,
TXN-BC7D60E8D2E7,2026-07-31 00:02:58,ACC-0155,ACC-0159,37939.89,INR,IMPS,transfer,,Kolkata,completed,,
TXN-A57C2B06B55A,2026-07-31 00:40:48,ACC-0143,ACC-0443,13267.16,INR,RTGS,transfer,subscription,Mumbai,completed,,
TXN-7C8B41F12374,2026-07-31 00:42:42,ACC-0485,ACC-0232,19574.65,INR,IMPS,transfer,restaurant,Delhi,completed,,
TXN-9BCF02CF39D8,2026-07-31 00:46:09,ACC-0488,ACC-0264,18082.03,INR,NEFT,transfer,subscription,Kolkata,completed,,
TXN-1C9CA0E1E500,2026-07-31 00:50:43,ACC-0350,ACC-0250,21201.9,INR,IMPS,transfer,subscription,Delhi,completed,,
TXN-333922E5A9AE,2026-07-31 00:52:31,ACC-0293,ACC-0144,147887.7,INR,UPI,transfer,restaurant,Hyderabad,completed,,
TXN-B07A328388A0,2026-07-31 01:20:28,ACC-0102,ACC-0407,13442.06,INR,IMPS,transfer,fuel,Hyderabad,completed,,
TXN-037CABF29088,2026-07-31 01:34:17,ACC-0592,ACC-0490,11739.67,INR,RTGS,transfer,subscription,Bangalore,completed,,
TXN-096352D8B18D,2026-07-31 01:55:07,ACC-0584,ACC-0114,35585.94,INR,UPI,transfer,utilities,Kolkata,completed,,
TXN-A7B3AA3C4BA8,2026-07-31 02:10:39,ACC-0566,ACC-0183,25494.63,INR,UPI,transfer,subscription,Kolkata,completed,,
TXN-EA1EC8776864,2026-07-31 02:14:44,ACC-0564,ACC-0224,21005.89,INR,NEFT,transfer,utilities,Kolkata,completed,,
TXN-A05CBDE3B2B2,2026-07-31 02:23:01,ACC-0415,ACC-0503,22212.6,INR,RTGS,transfer,,Delhi,completed,,
TXN-C9B3CA508910,2026-07-31 02:44:14,ACC-0432,ACC-0476,22593.12,INR,UPI,transfer,subscription,Hyderabad,completed,,
TXN-748D4C2EC3E0,2026-07-31 02:46:17,ACC-0254,ACC-0192,13424.39,INR,UPI,transfer,groceries,Ahmedabad,completed,,
TXN-2D1143CA7ED9,2026-07-31 02:58:24,ACC-0471,ACC-0484,17063.3,INR,NEFT,transfer,fuel,Pune,completed,,
TXN-EE15E7FADE0B,2026-07-31 03:20:22,ACC-0168,ACC-0561,4470.7,INR,IMPS,transfer,restaurant,Delhi,completed,,
TXN-9DB9E2FBFDBB,2026-07-31 03:22:15,ACC-0420,ACC-0585,19938.76,INR,UPI,transfer,restaurant,Mumbai,completed,,
TXN-44DF1D709053,2026-07-31 03:28:14,ACC-0193,ACC-0546,22079.61,INR,RTGS,transfer,subscription,Hyderabad,completed,,
TXN-C94F8D9A2827,2026-07-31 03:36:05,ACC-0351,ACC-0372,18123.3,INR,RTGS,transfer,restaurant,Ahmedabad,completed,,
TXN-E746EB65D88F,2026-07-31 03:36:17,ACC-F-001,ACC-0210,15276.75,INR,UPI,transfer,fuel,Chennai,completed,,
TXN-DE4C40C56F14,2026-07-31 03:46:38,ACC-0176,ACC-0298,23815.7,INR,UPI,transfer,subscription,Ahmedabad,completed,,
TXN-0D408F59952B,2026-07-31 03:53:28,ACC-0114,ACC-0173,15501.43,INR,NEFT,transfer,,Hyderabad,completed,,
TXN-42F359FA4325,2026-07-31 03:59:28,ACC-0261,ACC-0201,5625.03,INR,NEFT,transfer,subscription,Kolkata,completed,,
TXN-37ECDAEA3522,2026-07-31 03:59:29,ACC-0171,ACC-0317,15655.49,INR,CASH,transfer,subscription,Kolkata,completed,,
TXN-A0B7AED8EB2A,2026-07-31 04:06:52,ACC-0487,ACC-0247,18761.81,INR,UPI,transfer,medical,Delhi,completed,,
TXN-819937A515CB,2026-07-31 04:15:51,ACC-0350,ACC-0257,21562.78,INR,UPI,transfer,medical,Mumbai,completed,,
TXN-6F06AF911B7C,2026-07-31 04:19:17,ACC-0531,ACC-0575,17594.53,INR,UPI,transfer,medical,Hyderabad,completed,,
TXN-C84885FF5B70,2026-07-31 04:32:45,ACC-0381,ACC-0490,10791.19,INR,UPI,transfer,restaurant,Kolkata,completed,,
TXN-3BE3801BE0AD,2026-07-31 04:41:20,ACC-0297,ACC-0188,18155.32,INR,NEFT,transfer,rent,Bangalore,completed,,
TXN-D0F1C7AEB992,2026-07-31 04:42:23,ACC-0584,ACC-0579,12788.94,INR,NEFT,transfer,shopping,Pune,completed,,
TXN-C74E4AE3949A,2026-07-31 04:48:06,ACC-0491,ACC-0314,42591.01,INR,RTGS,transfer,,Delhi,completed,,
TXN-8CA63EEB91ED,2026-07-31 04:48:35,ACC-0143,ACC-0162,10869.87,INR,IMPS,transfer,,Mumbai,completed,,
TXN-E19838D8C7B0,2026-07-31 04:51:33,ACC-0295,ACC-0306,47045.41,INR,NEFT,transfer,rent,Ahmedabad,completed,,
TXN-A4032C5EDDEF,2026-07-31 05:00:29,ACC-0564,ACC-0504,24129.86,INR,UPI,transfer,rent,Bangalore,completed,,
TXN-22F122F4495A,2026-07-31 05:24:01,ACC-0124,ACC-0135,14589.97,INR,IMPS,transfer,utilities,Delhi,completed,,
TXN-9D7EA85FB9C3,2026-07-31 05:25:10,ACC-0279,ACC-0198,9917.19,INR,IMPS,transfer,fuel,Kolkata,completed,,
TXN-895E068AA9D0,2026-07-31 05:34:35,ACC-0160,ACC-0452,32020.92,INR,NEFT,transfer,,Pune,completed,,
TXN-7F862C1D3AD5,2026-07-31 05:40:43,ACC-0254,ACC-0569,12491.82,INR,IMPS,transfer,,Chennai,completed,,
TXN-A5174383B109,2026-07-31 05:41:45,ACC-0393,ACC-0212,22028.08,INR,UPI,transfer,subscription,Hyderabad,completed,,
TXN-52781559B8C0,2026-07-31 05:54:57,ACC-0544,ACC-0330,12240.03,INR,IMPS,transfer,medical,Ahmedabad,completed,,
TXN-5201366F127D,2026-07-31 06:01:03,ACC-0307,ACC-0123,10576.63,INR,IMPS,transfer,,Kolkata,completed,,
TXN-CCAC5C3B6166,2026-07-31 06:08:53,ACC-0106,ACC-0480,15139.8,INR,NEFT,transfer,subscription,Hyderabad,completed,,
TXN-16A0CF5400FC,2026-07-31 06:22:29,ACC-0228,ACC-0447,22619.9,INR,IMPS,transfer,subscription,Chennai,completed,,
TXN-A13D1A231E05,2026-07-31 06:24:19,ACC-0247,ACC-0524,9899.89,INR,CASH,transfer,,Mumbai,completed,,
TXN-BBFF743C8CF9,2026-07-31 06:29:41,ACC-0580,ACC-0296,14406.51,INR,UPI,transfer,,Mumbai,completed,,
TXN-632D7CBF7814,2026-07-31 06:46:18,ACC-0553,ACC-0179,60233.53,INR,RTGS,transfer,shopping,Chennai,completed,,
TXN-793410E0CE62,2026-07-31 06:46:56,ACC-0538,ACC-0282,62045.51,INR,CASH,transfer,medical,Hyderabad,completed,,
TXN-1A55154A4F4C,2026-07-31 06:54:15,ACC-0170,ACC-0538,43890.1,INR,UPI,transfer,,Kolkata,completed,,
TXN-ABAD562758BE,2026-07-31 06:59:28,ACC-0124,ACC-0409,10002.38,INR,UPI,transfer,groceries,Hyderabad,completed,,
TXN-DA652D951A72,2026-07-31 07:04:47,ACC-0364,ACC-0338,17217.22,INR,RTGS,transfer,groceries,Kolkata,completed,,
TXN-52C6EA72E7B1,2026-07-31 07:15:51,ACC-0590,ACC-0507,22317.17,INR,RTGS,transfer,shopping,Ahmedabad,completed,,
TXN-116061F9772E,2026-07-31 07:27:01,ACC-0195,ACC-0477,20665.81,INR,UPI,transfer,utilities,Pune,completed,,
TXN-3AC3618BF042,2026-07-31 07:38:40,ACC-0141,ACC-C-001,23398.45,INR,UPI,transfer,utilities,Hyderabad,completed,,
TXN-9B5C5B2F607D,2026-07-31 08:16:49,ACC-0219,ACC-0397,24077.26,INR,UPI,transfer,,Hyderabad,completed,,
TXN-1C2DB6689636,2026-07-31 08:20:22,ACC-0497,ACC-0209,19442.41,INR,NEFT,transfer,medical,Kolkata,completed,,
TXN-E2FD35E1739A,2026-07-31 08:26:18,ACC-0417,ACC-0435,2161.95,INR,NEFT,transfer,,Hyderabad,completed,,
TXN-04C58B778523,2026-07-31 08:26:39,ACC-0120,ACC-0539,10050.63,INR,NEFT,transfer,restaurant,Bangalore,completed,,
TXN-EA6237816E08,2026-07-31 08:30:11,ACC-0114,ACC-0134,13569.76,INR,UPI,transfer,rent,Delhi,completed,,
TXN-7F6AB2202B99,2026-07-31 08:31:43,ACC-0296,ACC-0185,23245.59,INR,NEFT,transfer,groceries,Hyderabad,completed,,
TXN-2EEE89E4A35C,2026-07-31 08:32:20,ACC-0393,ACC-0440,24457.29,INR,NEFT,transfer,shopping,Pune,completed,,
TXN-ABA69DCB9D86,2026-07-31 08:35:40,ACC-0542,ACC-G-001,14601.7,INR,CASH,transfer,utilities,Mumbai,completed,,
TXN-B8B14D1FC170,2026-07-31 08:50:10,ACC-0304,ACC-0119,18929.44,INR,IMPS,transfer,fuel,Bangalore,completed,,
TXN-7C47FA11095B,2026-07-31 08:50:20,ACC-0456,ACC-0553,12501.26,INR,UPI,transfer,,Chennai,completed,,
TXN-472B62B49CF3,2026-07-31 08:52:32,ACC-0324,ACC-0162,14549.94,INR,RTGS,transfer,medical,Pune,completed,,
TXN-91DC11D07781,2026-07-31 09:05:12,ACC-0434,ACC-0335,2693.79,INR,UPI,transfer,utilities,Chennai,completed,,
TXN-5117031DA314,2026-07-31 09:06:46,ACC-0298,ACC-0490,22064.71,INR,IMPS,transfer,medical,Kolkata,completed,,
TXN-B40FEDDB7427,2026-07-31 09:16:51,ACC-0190,ACC-0227,10484.1,INR,UPI,transfer,shopping,Delhi,completed,,
TXN-583107ED4E90,2026-07-31 09:19:10,ACC-0580,ACC-0343,10768.98,INR,NEFT,transfer,utilities,Ahmedabad,completed,,
TXN-6724B76B49A1,2026-07-31 09:29:47,ACC-0482,ACC-0587,92865.61,INR,CASH,transfer,utilities,Ahmedabad,completed,,
TXN-F6B5F9E04C02,2026-07-31 09:51:39,ACC-0107,ACC-0240,18791.82,INR,UPI,transfer,utilities,Bangalore,completed,,
TXN-0BAC808D5785,2026-07-31 09:54:26,ACC-0204,ACC-0522,15689.02,INR,UPI,transfer,shopping,Pune,completed,,
TXN-B0CC69CC055B,2026-07-31 10:19:36,ACC-0341,ACC-0233,22478.85,INR,IMPS,transfer,fuel,Ahmedabad,completed,,
TXN-61B6CE8C1B47,2026-07-31 10:54:46,ACC-0514,ACC-0362,11322.08,INR,IMPS,transfer,groceries,Delhi,completed,,
TXN-B4935607EFA9,2026-07-31 10:59:14,ACC-0196,ACC-0300,16758.99,INR,UPI,transfer,restaurant,Ahmedabad,completed,,
TXN-5CA7FDFBDA42,2026-07-31 11:07:40,ACC-0337,ACC-0149,20677.44,INR,NEFT,transfer,subscription,Hyderabad,completed,,
TXN-CE3F65A5E494,2026-07-31 11:08:31,ACC-0277,ACC-0557,21857.48,INR,UPI,transfer,shopping,Chennai,completed,,
TXN-472A73070537,2026-07-31 11:45:10,ACC-0449,ACC-0240,17494.74,INR,UPI,transfer,utilities,Delhi,completed,,
TXN-F0DBAF58D1C4,2026-07-31 11:54:10,ACC-0559,ACC-G-001,11833.78,INR,NEFT,transfer,rent,Mumbai,completed,,
TXN-33649F92BBD6,2026-07-31 11:56:38,ACC-0505,ACC-0536,12324.92,INR,UPI,transfer,medical,Bangalore,completed,,
TXN-ECA5CA122974,2026-07-31 12:01:21,ACC-0198,ACC-0375,17509.4,INR,IMPS,transfer,groceries,Chennai,completed,,
TXN-B109FF76C8FA,2026-07-31 12:23:47,ACC-0265,ACC-0110,25189.02,INR,RTGS,transfer,,Bangalore,completed,,
TXN-24D1CDFB1397,2026-07-31 12:28:18,ACC-0435,ACC-0539,61971.95,INR,UPI,transfer,,Delhi,completed,,
TXN-7D635E468225,2026-07-31 12:44:23,ACC-0306,ACC-0510,11204.25,INR,RTGS,transfer,subscription,Ahmedabad,completed,,
TXN-C98ECDF0225B,2026-07-31 12:46:11,ACC-0172,ACC-0582,22155.02,INR,NEFT,transfer,,Kolkata,completed,,
TXN-2ABC9694418B,2026-07-31 12:57:09,ACC-0246,ACC-0592,13535.3,INR,IMPS,transfer,fuel,Chennai,completed,,
TXN-C2473A78F81E,2026-07-31 13:06:41,ACC-0580,ACC-0236,11313.55,INR,NEFT,transfer,,Kolkata,completed,,
TXN-B20D255545D4,2026-07-31 13:11:26,ACC-0478,ACC-0345,21057.07,INR,UPI,transfer,utilities,Delhi,completed,,
TXN-A2812713C834,2026-07-31 13:12:25,ACC-0225,ACC-0534,787.85,INR,UPI,transfer,medical,Chennai,completed,,
TXN-C6551BE7CACC,2026-07-31 13:15:24,ACC-0248,ACC-0159,21401.48,INR,IMPS,transfer,groceries,Kolkata,completed,,
TXN-0FB1D4D9E553,2026-07-31 13:37:51,ACC-0376,ACC-0175,10406.54,INR,NEFT,transfer,subscription,Chennai,completed,,
TXN-AD948D74669C,2026-07-31 13:38:09,ACC-0150,ACC-0463,25808.47,INR,UPI,transfer,medical,Delhi,completed,,
TXN-759FD617A612,2026-07-31 13:42:49,ACC-0389,ACC-0501,13552.87,INR,RTGS,transfer,rent,Pune,completed,,
TXN-A228085BABE3,2026-07-31 13:47:30,ACC-0325,ACC-0296,21712.74,INR,IMPS,transfer,subscription,Bangalore,completed,,
TXN-A3F364CDFA9B,2026-07-31 14:00:04,ACC-0383,ACC-0340,19345.75,INR,IMPS,transfer,utilities,Mumbai,completed,,
TXN-EC0B11A76CC9,2026-07-31 14:13:06,ACC-0113,ACC-0297,13349.4,INR,RTGS,transfer,groceries,Ahmedabad,completed,,
TXN-A7CCFFA1F563,2026-07-31 14:17:01,ACC-0141,ACC-0558,28575.78,INR,UPI,transfer,subscription,Mumbai,completed,,
TXN-C9F4B25926B4,2026-07-31 14:17:06,ACC-0519,ACC-0235,4807.41,INR,RTGS,transfer,rent,Ahmedabad,completed,,
TXN-5C8779FBE5F6,2026-07-31 14:17:55,ACC-0441,ACC-0470,18654.81,INR,IMPS,transfer,subscription,Ahmedabad,completed,,
TXN-3593077ED172,2026-07-31 14:28:35,ACC-0106,ACC-0330,14052.95,INR,UPI,transfer,utilities,Mumbai,completed,,
TXN-F29BB0DAE793,2026-07-31 14:28:51,ACC-0389,ACC-0445,12598.7,INR,IMPS,transfer,restaurant,Delhi,completed,,
TXN-13BF82935F0D,2026-07-31 14:33:48,ACC-0467,ACC-0155,20417.42,INR,UPI,transfer,medical,Kolkata,completed,,
TXN-83340F5A001E,2026-07-31 14:34:39,ACC-0149,ACC-0555,20182.26,INR,UPI,transfer,utilities,Ahmedabad,completed,,
TXN-05133A9A94E4,2026-07-31 14:39:52,ACC-0289,ACC-0467,20367.01,INR,RTGS,transfer,,Mumbai,completed,,
TXN-711A4118586E,2026-07-31 14:40:20,ACC-0546,ACC-0203,26310.54,INR,UPI,transfer,fuel,Chennai,completed,,
TXN-D28C66D4B87C,2026-07-31 14:49:34,ACC-0376,ACC-0454,10715.25,INR,UPI,transfer,utilities,Kolkata,completed,,
TXN-151B1FB5C1A9,2026-07-31 14:53:47,ACC-0226,ACC-0228,4086.32,INR,NEFT,transfer,rent,Mumbai,completed,,
TXN-FB4E92A1AC1D,2026-07-31 15:24:41,ACC-0202,ACC-0169,11672.93,INR,RTGS,transfer,,Hyderabad,completed,,
TXN-D4EE027D0FE0,2026-07-31 15:43:19,ACC-0117,ACC-0503,16829.91,INR,RTGS,transfer,,Chennai,completed,,
TXN-FFDBAE1275A5,2026-07-31 15:44:29,ACC-0501,ACC-0448,124718.34,INR,IMPS,transfer,,Delhi,completed,,
TXN-DFDD23A42C0B,2026-07-31 15:51:08,ACC-0412,ACC-0139,17319.54,INR,UPI,transfer,restaurant,Ahmedabad,completed,,
TXN-DA6560E8AE94,2026-07-31 15:51:49,ACC-0291,ACC-0552,255.77,INR,NEFT,transfer,fuel,Kolkata,completed,,
TXN-62F7FACF8C2E,2026-07-31 15:51:58,ACC-0358,ACC-0492,18013.87,INR,NEFT,transfer,restaurant,Kolkata,completed,,
TXN-73A8F2630942,2026-07-31 15:52:32,ACC-0248,ACC-0133,22337.26,INR,IMPS,transfer,rent,Delhi,completed,,
TXN-C339991E570A,2026-07-31 15:52:42,ACC-0431,ACC-0135,31066.86,INR,NEFT,transfer,rent,Mumbai,completed,,
TXN-B2D9262CCAC9,2026-07-31 15:55:53,ACC-0339,ACC-0200,15574.66,INR,UPI,transfer,groceries,Chennai,completed,,
TXN-464E4B2024CB,2026-07-31 16:18:31,ACC-0140,ACC-0494,21120.64,INR,IMPS,transfer,,Delhi,completed,,
TXN-530D4E0A1FB2,2026-07-31 16:19:48,ACC-0370,ACC-0574,10682.52,INR,IMPS,transfer,restaurant,Delhi,completed,,
TXN-E9B1B8E524A9,2026-07-31 16:34:33,ACC-0279,ACC-0560,10432.79,INR,IMPS,transfer,rent,Chennai,completed,,
TXN-D1F1943CDF29,2026-07-31 16:35:09,ACC-0169,ACC-0450,17940.87,INR,IMPS,transfer,,Delhi,completed,,
